Date,Open,High,Low,Close,Adj Close,Volume
2018-05-02,7138.450195,7169.459961,7094.720215,7100.899902,7100.899902,2144200000
2018-05-03,7065.029785,7112.589844,6991.140137,7088.149902,7088.149902,2345740000
2018-05-04,7065.669922,7228.259766,7057.890137,7209.620117,7209.620117,2022230000
2018-05-07,7241.819824,7291.740234,7235.759766,7265.209961,7265.209961,1939980000
2018-05-08,7255.339844,7278.810059,7224.700195,7266.899902,7266.899902,2054830000
2018-05-09,7281.529785,7344.799805,7259.049805,7339.910156,7339.910156,2241480000
2018-05-10,7355.899902,7414.149902,7353.629883,7404.970215,7404.970215,2233460000
2018-05-11,7393.970215,7417.669922,7372.259766,7402.879883,7402.879883,2083030000
2018-05-14,7429.450195,7458.419922,7401.890137,7411.319824,7411.319824,2075670000
2018-05-15,7361.299805,7363.520020,7320.970215,7351.629883,7351.629883,2114040000
2018-05-16,7356.220215,7413.319824,7356.160156,7398.299805,7398.299805,2083660000
2018-05-17,7379.580078,7425.390137,7350.459961,7382.470215,7382.470215,1931700000
2018-05-18,7364.339844,7381.160156,7343.970215,7354.339844,7354.339844,1966710000
2018-05-21,7406.339844,7431.830078,7368.209961,7394.040039,7394.040039,1949100000
2018-05-22,7420.850098,7432.529785,7370.330078,7378.459961,7378.459961,1908280000
2018-05-23,7335.029785,7426.779785,7334.620117,7425.959961,7425.959961,1980450000
2018-05-24,7421.990234,7435.379883,7357.500000,7424.430176,7424.430176,1992460000
2018-05-25,7422.200195,7452.850098,7415.580078,7433.850098,7433.850098,1757660000
2018-05-29,7398.509766,7435.129883,7354.290039,7396.589844,7396.589844,2087370000
2018-05-30,7428.410156,7473.810059,7423.669922,7462.450195,7462.450195,2049450000
2018-05-31,7455.580078,7492.419922,7431.410156,7442.120117,7442.120117,2514610000
2018-06-01,7487.660156,7557.379883,7487.229980,7554.330078,7554.330078,2208600000
2018-06-04,7570.080078,7607.169922,7561.200195,7606.459961,7606.459961,2142790000
2018-06-05,7621.359863,7644.479980,7602.379883,7637.859863,7637.859863,2058630000
2018-06-06,7652.799805,7691.649902,7622.310059,7689.240234,7689.240234,2191750000
2018-06-07,7697.410156,7697.410156,7597.660156,7635.069824,7635.069824,2328280000
2018-06-08,7607.740234,7653.580078,7595.140137,7645.509766,7645.509766,1941580000
2018-06-11,7647.240234,7677.290039,7642.870117,7659.930176,7659.930176,1942940000
2018-06-12,7673.870117,7708.250000,7669.529785,7703.790039,7703.790039,2006760000
2018-06-13,7713.899902,7748.959961,7686.649902,7695.700195,7695.700195,2172770000
2018-06-14,7723.529785,7768.600098,7723.529785,7761.040039,7761.040039,2188230000
2018-06-15,7725.029785,7755.720215,7704.339844,7746.379883,7746.379883,3043790000
2018-06-18,7692.959961,7749.359863,7676.830078,7747.029785,7747.029785,2093950000
2018-06-19,7658.470215,7727.410156,7635.729980,7725.589844,7725.589844,2269000000
2018-06-20,7764.149902,7806.600098,7755.479980,7781.509766,7781.509766,2305100000
2018-06-21,7800.299805,7803.450195,7699.200195,7712.950195,7712.950195,2315880000
2018-06-22,7739.689941,7739.709961,7679.120117,7692.819824,7692.819824,3928340000
2018-06-25,7631.120117,7639.729980,7477.729980,7532.009766,7532.009766,2415090000
2018-06-26,7553.740234,7597.490234,7527.000000,7561.629883,7561.629883,2058640000
2018-06-27,7586.330078,7610.669922,7444.169922,7445.080078,7445.080078,2306430000
2018-06-28,7438.109863,7526.069824,7419.560059,7503.680176,7503.680176,2195400000
2018-06-29,7544.129883,7573.589844,7502.950195,7510.299805,7510.299805,2192010000
